ID,Disease_Risk,DR,ARMD,MH,DN,MYA,BRVO,TSLN,ERM,LS,MS,CSR,ODC,CRVO,TV,AH,ODP,ODE,ST,AION,PT,RT,RS,CRS,EDN,RPEC,MHL,RP,OTHER
1,0.9989917874336243,0.9883927702903748,8.575237006880343e-05,0.022646566852927208,0.0030123163014650345,2.54877613770077e-05,0.017174938693642616,0.00565344700589776,0.001580452430061996,0.10611516237258911,0.00046874835970811546,0.0005594047834165394,0.008470800705254078,0.017765987664461136,0.0026230737566947937,0.017636671662330627,0.012539788149297237,0.00048384632100351155,0.0004736325645353645,0.001199366175569594,0.0011227453360334039,0.002362990053370595,0.0015849824994802475,0.0013720106799155474,0.005551466718316078,0.00026707485085353255,0.0004933801828883588,0.0002650975657161325,0.0008115557720884681
2,0.9984466433525085,0.9936698079109192,9.621667413739488e-05,0.009087854065001011,0.00065589853329584,3.4664684790186584e-05,0.06757650524377823,0.007243629544973373,0.001116505591198802,0.08808184415102005,0.0003632373991422355,0.0002161599404644221,0.012095632962882519,0.012666911818087101,0.0005519107216969132,0.01125640980899334,0.01590021140873432,8.368112321477383e-05,0.0002993182570207864,0.0007740783621557057,0.0004865567898377776,0.001782786101102829,0.0013949183048680425,0.0015130190877243876,0.0021920844446867704,0.0003068085643462837,0.0004275411774870008,0.0003077911678701639,0.0024047179613262415
3,0.9978600144386292,0.9945631623268127,6.635157478740439e-05,0.001964451977983117,0.0005367085104808211,0.00012521183816716075,0.005651890300214291,0.004434232600033283,0.00014331834972836077,0.028170043602585793,7.221989653771743e-05,3.3781172533053905e-05,0.04188517853617668,0.010903202928602695,0.0011544423177838326,0.004399165045469999,0.004449034109711647,3.288942025392316e-05,0.0001741847227094695,0.0002526779717300087,0.0003225785621907562,0.000544497394002974,2.3143271391745657e-05,0.00018083832401316613,0.002097479999065399,5.556295218411833e-05,0.0002794975007418543,7.969352736836299e-05,0.00021164327336009592
4,0.9989438652992249,0.0004747402563225478,2.072215465886984e-05,0.9999475479125977,0.0005995247047394514,1.595059256942477e-05,0.0006618009065277874,0.002316803205758333,5.541489736060612e-05,4.750487278215587e-05,0.000302995671518147,1.697369953035377e-05,0.06360609084367752,8.887731382856146e-06,5.606701961369254e-06,5.523430081666447e-05,0.0012523862533271313,6.17295927440864e-06,8.88610229594633e-05,1.7266511349589564e-05,8.421635357080959e-06,0.00017100530385505408,3.1863206118032394e-07,0.0001723260647850111,4.338150392868556e-05,1.1969846127612982e-05,2.425090679025743e-05,5.378154673962854e-05,8.597695705248043e-05
5,0.9919359683990479,0.993302583694458,0.0008071162737905979,0.028745461255311966,0.021071981638669968,0.0016743442974984646,0.01314564049243927,0.0667814090847969,0.006332939025014639,0.5219214558601379,0.002389561152085662,0.0004766946949530393,0.05562557280063629,0.011816482990980148,0.001885096775367856,0.09007726609706879,0.06675341725349426,7.211336924228817e-05,0.0017236104467883706,0.0011318743927404284,0.0022199884988367558,0.014118644408881664,0.00023974446230567992,0.002758865710347891,0.010093502700328827,0.0025869884993880987,0.0036920688580721617,0.0017296506557613611,0.0023848903365433216
6,0.9972163438796997,0.0005982983275316656,0.4475919306278229,0.050774332135915756,0.010886081494390965,0.7873795628547668,0.0025503982324153185,0.329412579536438,0.0025433844421058893,0.0004681736172642559,0.0027212235145270824,0.00016286711615975946,0.3287477493286133,0.00024407215823885053,0.00022069764963816851,0.0005413308390416205,0.01774783432483673,0.00026163869188167155,0.0001548959407955408,0.00040528716635890305,0.00015898147830739617,0.0004921926883980632,4.032075958093628e-05,0.0011573364026844501,0.0013279130216687918,0.0003528314409777522,0.00030987843638285995,0.0009108463418669999,0.01186692900955677
7,0.9994706511497498,0.003999362699687481,0.892724871635437,0.04428409785032272,0.06182113662362099,0.22523748874664307,0.01656675897538662,0.7322672009468079,0.007067464757710695,0.003864340018481016,0.015325512737035751,0.0038444462697952986,0.021978305652737617,0.0005183600587770343,0.0011085348669439554,0.005214765202254057,0.027916891500353813,0.0007746775518171489,0.0013909685658290982,0.0032562625128775835,0.0011282869381830096,0.002243773080408573,0.007220222149044275,0.054643694311380386,0.004440562799572945,0.003381799440830946,0.0018059923313558102,0.005306689999997616,0.028385113924741745
8,0.998624324798584,0.00074959103949368,0.9784823060035706,0.07801658660173416,0.05788711458444595,0.39377012848854065,0.02211041748523712,0.1914905309677124,0.0036471541970968246,0.0015344613930210471,0.017970046028494835,0.00405587675049901,0.008849826641380787,0.0006548950914293528,0.0009814752265810966,0.006551444064825773,0.019785335287451744,0.0006079880986362696,0.0011526226298883557,0.002302791690453887,0.0011736663291230798,0.002280444372445345,0.0056880805641412735,0.08405282348394394,0.008425039239227772,0.004443118814378977,0.0031143894884735346,0.005562154110521078,0.01937420293688774
9,0.5605880618095398,0.00014767516404390335,0.00575482239946723,0.20124897360801697,0.050960902124643326,0.00013376153947319835,0.0002890638425014913,0.0009301654645241797,0.0062442380003631115,9.496677375864238e-05,0.005335433408617973,0.12045298516750336,0.0011379020288586617,0.00013371153909247369,0.0007254010997712612,0.0003662564849946648,0.0036257777828723192,0.03728340566158295,0.0004541805828921497,0.004076975863426924,0.0021743434481322765,0.0003654105239547789,0.0192757286131382,0.015305211767554283,0.0008692041737958789,0.010397828184068203,0.003253177972510457,0.000979087082669139,0.009595784358680248
10,0.017673827707767487,0.004684974439442158,0.0011519108666107059,0.0029713253024965525,0.03547608107328415,0.0006495440611615777,0.00103817752096802,0.0012891785008832812,0.004065516870468855,0.00018065288895741105,0.006658509373664856,0.05697352811694145,0.005327826831489801,0.0002566354814916849,0.0015928730135783553,0.0003847394837066531,0.002727919491007924,0.01036392617970705,0.0005377487395890057,0.0011248474474996328,0.007142339367419481,5.7155531976604834e-05,0.0011097367387264967,0.0015386970480903983,0.0005236843717284501,0.00825104396790266,0.009511253796517849,0.00044316775165498257,0.007316960953176022
