ID,Disease_Risk,DR,ARMD,MH,DN,MYA,BRVO,TSLN,ERM,LS,MS,CSR,ODC,CRVO,TV,AH,ODP,ODE,ST,AION,PT,RT,RS,CRS,EDN,RPEC,MHL,RP,OTHER
1,0.2497214525938034,0.008928599767386913,0.022872934117913246,0.03892436623573303,0.0010924112284556031,0.17754456400871277,0.007243738509714603,0.024397112429142,0.0009350439067929983,0.004007136449217796,0.0011536484817042947,2.122980913554784e-05,0.02823621779680252,0.004906674847006798,0.00018152808479499072,0.0022988959681242704,0.006326969247311354,8.877447544364259e-05,0.0002478139940649271,0.001460682600736618,9.495922859059647e-05,0.004049274139106274,7.49121536500752e-05,0.001517083146609366,0.002591876545920968,9.273207251681015e-05,0.0003312776971142739,0.00039156893035396934,0.001213563489727676
2,0.2035059928894043,0.02054121159017086,0.005721020512282848,0.0013989305589348078,0.038035087287425995,0.002875726204365492,0.004099200014024973,0.007822846062481403,0.003982536494731903,0.004375748801976442,0.004142791032791138,0.004165449645370245,0.03523841127753258,0.0015681791119277477,0.0019292766228318214,0.0022733916994184256,0.01984233595430851,0.006301132030785084,0.0012596986489370465,0.0033779724035412073,0.004370522685348988,0.0006931427051313221,0.0020662073511630297,0.004113857634365559,0.0018481073202565312,0.005469292402267456,0.004032048862427473,0.0010364905465394258,0.008869988843798637
3,0.23910200595855713,0.022566601634025574,0.038942039012908936,0.0017912719631567597,0.05601215362548828,0.013145947828888893,0.004571274388581514,0.01233915239572525,0.0070234015583992004,0.02293383702635765,0.0076949684880673885,0.006054484285414219,0.010750319808721542,0.004962090402841568,0.0028051782865077257,0.025105321779847145,0.024322383105754852,0.0010709257330745459,0.001226415392011404,0.0014187496853992343,0.001990021439269185,0.002857065526768565,0.0016159521182999015,0.029302608221769333,0.005185697693377733,0.004188869148492813,0.004763958975672722,0.0027987617067992687,0.00989092793315649
4,0.24288737773895264,0.046002402901649475,0.0792139545083046,0.0021926299668848515,0.04555583372712135,0.01818959042429924,0.0064968266524374485,0.014964059926569462,0.011306758038699627,0.04509342089295387,0.011870346032083035,0.00510367238894105,0.02893373742699623,0.00208304007537663,0.003098128130659461,0.018657179549336433,0.019970908761024475,0.0005464801215566695,0.0016072235302999616,0.0013528031995519996,0.00226986245252192,0.0056193056516349316,0.005294048227369785,0.04804226756095886,0.011693872511386871,0.005345420446246862,0.005026924889534712,0.004219237715005875,0.008024043403565884
5,0.24795596301555634,0.05737420916557312,0.04652639478445053,0.001641756622120738,0.13132090866565704,0.006156741175800562,0.002090293215587735,0.22100402414798737,0.005396702326834202,0.023202843964099884,0.002329628448933363,0.0007723803864791989,0.01116197556257248,0.00020886659331154078,0.0006883246242068708,0.0023279341403394938,0.028550008311867714,0.00021849945187568665,0.0004779159789904952,0.001041970681399107,0.0005569421336986125,0.0008056567749008536,3.858779382426292e-05,0.0005683432682417333,0.001084639341570437,0.0011951138731092215,0.004373045638203621,0.0005404460243880749,0.0023092131596058607
6,0.2488279640674591,0.03302755579352379,0.008378916420042515,0.028936374932527542,0.028926583006978035,0.002796567976474762,0.058436088263988495,0.026022126898169518,0.004625611938536167,0.028539415448904037,0.0027706751134246588,0.0033045406453311443,0.007593005895614624,0.005242530256509781,0.00249626231379807,0.01514007430523634,0.048389386385679245,0.0013725367607548833,0.0017096444498747587,0.00369691988453269,0.001396587467752397,0.0026053369510918856,0.0006120868492871523,0.00442060362547636,0.0021378544624894857,0.0035681412555277348,0.0031894126441329718,0.0025813584215939045,0.010390476323664188
7,0.2484990954399109,0.03797797113656998,0.036026112735271454,0.030147919431328773,0.020171383395791054,0.05442199483513832,0.012588782235980034,0.18552079796791077,0.0051277196034789085,0.03418346121907234,0.004280221648514271,0.0006562126218341291,0.19025641679763794,0.0009111546096391976,0.00169161066878587,0.009587342850863934,0.05478711053729057,6.401033169822767e-05,0.003385573159903288,0.0006555940490216017,0.000503009301610291,0.0025912481360137463,0.000104333164927084,0.005578014068305492,0.002486281096935272,0.0038855269085615873,0.004409789107739925,0.003979939501732588,0.00452726474031806
8,0.23247447609901428,0.0002203502954216674,0.00031115973251871765,0.0012966517824679613,0.0002469650353305042,0.00013566420238930732,0.001251673442311585,0.00016202549159061164,0.0004576380888465792,3.230736911064014e-05,0.00043645172263495624,0.0006942052277736366,0.00013073378067929298,0.002142953686416149,0.00010383457993157208,7.733103120699525e-05,0.0008482830598950386,0.22841806709766388,3.1339815905084834e-05,0.019325995817780495,0.00022366935445461422,5.6348122598137707e-05,0.007918928749859333,0.0013157122302800417,0.0001644818257773295,0.00015657236508559436,8.909432654036209e-05,5.8924128097714856e-05,0.007191666401922703
9,0.23153795301914215,0.00022997277847025543,0.0001398334716213867,0.0014933777274563909,0.00010782325989566743,0.00041549719753675163,0.0021596935112029314,0.00029063652618788183,0.0005739521002396941,4.8439902457175776e-05,0.0003241731901653111,0.0003261192177888006,0.0004307797644287348,0.011213814839720726,0.00013287128240335733,0.0001691910729277879,0.00134606147184968,0.22530202567577362,5.102679642732255e-05,0.019729267805814743,0.0001436056336387992,6.246206612559035e-05,0.01171542052179575,0.0023061952088028193,0.00021721667144447565,9.188660624204203e-05,9.022166341310367e-05,7.918098708614707e-05,0.005212960299104452
10,0.2273542732000351,0.022632282227277756,1.0258226211590227e-05,0.004679413978010416,0.003003269201144576,2.845123390216031e-06,0.013554312288761139,0.0011568808695301414,6.915964331710711e-05,0.00033668166724964976,2.2022093617124483e-05,6.322202534647658e-05,0.004680445417761803,0.00011635937698883936,1.881558637251146e-05,5.5214932217495516e-05,0.005036188755184412,2.0170866264379583e-05,4.1207422327715904e-05,0.00014183121675159782,0.0002262490743305534,1.2689064533333294e-05,1.4683686231364845e-06,1.5117084330995567e-05,1.3610434507427271e-05,0.00017850258154794574,0.0001068693381967023,1.2531868378573563e-05,0.0002020737447310239
11,0.24802091717720032,0.24948559701442719,2.8808050046791323e-05,0.0008365839021280408,0.011352228000760078,4.375835487735458e-06,0.001382289920002222,0.0006523131742142141,0.0003885329351760447,0.022263843566179276,7.483670196961612e-05,0.000142368720844388,0.0012382578570395708,0.00029020896181464195,0.00015056837582960725,0.0006456837872974575,0.0032398062758147717,3.7740650441264734e-05,8.503861317876726e-05,0.00034039877937175333,0.0008882003021426499,0.0002951853384729475,4.37013732152991e-05,6.170581764308736e-05,0.00027363444678485394,0.0003165551752317697,0.0003004436439368874,3.180870407959446e-05,0.00038414300070144236
12,0.2493145763874054,0.23426614701747894,0.0006205874960869551,0.004253780003637075,0.01048373430967331,0.00010520882642595097,0.001124956994317472,0.009608065709471703,0.0010553175816312432,0.01863231137394905,0.0008243430638685822,0.0002244087227154523,0.0836169570684433,6.208682316355407e-05,0.00020840346405748278,0.0011537645477801561,0.01560071762651205,1.0116920748259872e-05,0.00033603169140405953,0.0001377611915813759,0.0005240255268290639,0.001013072906062007,0.00018249500135425478,0.0008810567669570446,0.0014725857181474566,0.0011111339554190636,0.0006518944865092635,0.00038147493614815176,0.000874663470312953
13,0.24956145882606506,0.0692649781703949,0.0030205666553229094,0.013638218864798546,0.001965321833267808,0.0004971561720594764,0.1801200807094574,0.003089332487434149,0.0038603569846600294,0.012685929425060749,0.002139847492799163,0.002116513205692172,0.0008916497463360429,0.02718115970492363,0.0024251716677099466,0.007781685329973698,0.01977689191699028,0.007188790012151003,0.00101909798104316,0.019958946853876114,0.0019815857522189617,0.00947850476950407,0.00751511612907052,0.005052600521594286,0.004312943667173386,0.0013586392160505056,0.0011095927329733968,0.0017395933391526341,0.03596676513552666
14,0.17135164141654968,0.02231338992714882,0.0006724992999807,0.008599057793617249,0.017129061743617058,0.00021328174625523388,0.008036548271775246,0.0019143823301419616,0.0009700385853648186,0.0026596500538289547,0.0007283333106897771,0.0018630611011758447,0.1610976606607437,0.00013358800788410008,0.0004537107015494257,0.0008570571662858129,0.02620071731507778,2.361882980039809e-05,0.0010768620995804667,0.0002530073979869485,0.0036499020643532276,0.0005625751800835133,4.4027063268003985e-05,0.0009643057128414512,0.0005870512686669827,0.009845336899161339,0.0014772958820685744,0.0007040718337520957,0.0030630831606686115
15,0.2337418496608734,0.003584895981475711,0.0003745233698282391,0.0005690117250196636,0.0007950051221996546,0.00010824642231455073,0.0034237541258335114,0.0001615345972822979,0.0010257598478347063,0.00024056711117736995,0.000950966845266521,0.002768609207123518,0.0002865289570763707,0.003653268562629819,0.00044752410030923784,0.0001341231691185385,0.0019076616736128926,0.12971198558807373,0.00014581168943550438,0.043801575899124146,0.0016385625349357724,0.0003513012488838285,0.038746874779462814,0.00155731663107872,0.00045511662028729916,0.000718386028893292,0.0003335087385494262,0.00018959061708301306,0.013512814417481422
